location_key,area_sq_km,latitude,longitude
MX_AGU_01001,1178,21.883333,-102.3
MX_AGU_01002,547,22.233333,-102.083333
MX_AGU_01003,931,21.85,-102.716667
MX_AGU_01004,129,22.367778,-102.299722
MX_AGU_01005,506,21.96667,-102.35
MX_AGU_01006,199,22.15,-102.266667
MX_AGU_01007,376,22.233333,-102.316667
MX_AGU_01008,866,22.15,-102.416667
MX_AGU_01009,231,22.216667,-102.166667
MX_AGU_01010,509,21.916667,-101.966667
MX_AGU_01011,139,22,-102
MX_BCN,71450,29.95,-115.116667
MX_BCN_02001,53139,30.15,-115.583333
MX_BCN_02002,15653,32.65,-115.466667
MX_BCN_02003,2687,32.433333,-116.283333
MX_BCN_02004,1235,32.533333,-117.033333
MX_BCN_02005,500,32.25,-116.883333
MX_BCS,73909,25.44,-111.88
MX_BCS_03001,18319,25.466667,-111.833333
MX_BCS_03002,32010,27.216667,-113.316667
MX_BCS_03003,15414,24.116667,-110.716667
MX_BCS_03008,3752,23.266667,-109.766667
MX_BCS_03009,4416,25.883333,-111.416667
MX_CAM,57507,18.836389,-90.403333
MX_CAM_04001,2103,20.4,-90.158333
MX_CAM_04002,3244,19.616667,-90.266667
MX_CAM_04003,8617,18.45,-91.633333
MX_CAM_04004,6855,19.066667,-90.55
MX_CAM_04005,1275,20.091667,-90.166667
MX_CAM_04006,7780,19.541667,-89.608333
MX_CAM_04007,2143,18.25,-91.933333
MX_CAM_04008,1059,19.958333,-90.233333
MX_CAM_04009,4783,18.566667,-90.533333
MX_CAM_04010,13987,18.5,-89.7
MX_CAM_04011,5670,18.166667,-90.783333
MX_CHH,247455,29,-106.5
MX_CHH_08001,16910,30.416667,-106.366667
MX_CHH_08002,9216,29.083333,-105.5
MX_CHH_08003,2133,27.05,-105.333333
MX_CHH_08004,495,28.583333,-105.833333
MX_CHH_08005,12860,31.25,-107.466667
MX_CHH_08006,952,28.85,-107.283333
MX_CHH_08007,5405,26.716667,-106.5
MX_CHH_08008,2137,26.933333,-107.683333
MX_CHH_08009,2706,27.816667,-107.6
MX_CHH_08010,7912,30.2,-107.083333
MX_CHH_08011,13747,28.05,-104.4
MX_CHH_08012,2591,27.8,-107.066667
MX_CHH_08013,3755,30.216667,-108.266667
MX_CHH_08014,1890,26.65,-105.066667
MX_CHH_08015,11651,29.733333,-105.233333
MX_CHH_08016,1053,27.9,-105.05
MX_CHH_08017,3608,28.766667,-106.933333
MX_CHH_08018,1608,28.2,-106.9
MX_CHH_08019,247412,28.966667,-106.25
MX_CHH_08020,1990,27.4,-108.5
MX_CHH_08021,533,28.116667,-105.5
MX_CHH_08022,1033,28,-106.466667
MX_CHH_08023,1730,30.2,-107.7
MX_CHH_08024,670,28.3,-106.366667
MX_CHH_08025,853,29.35,-107.733333
MX_CHH_08026,485,28.3,-106.583333
MX_CHH_08027,6972,27.15,-107.316667
MX_CHH_08028,5995,30.883333,-105.583333
MX_CHH_08029,9632,26.116667,-107.116667
MX_CHH_08030,1823,27.366667,-108.266667
MX_CHH_08031,5730,28.45,-107.566667
MX_CHH_08032,1924,27.116667,-105.683333
MX_CHH_08033,853,27.066667,-106.066667
MX_CHH_08034,2861,29.733333,-107.7
MX_CHH_08035,7413,30.75,-108.45
MX_CHH_08036,10771,27,-104.4
MX_CHH_08037,3547,31.45,-106.583333
MX_CHH_08038,4120,28.533333,-105.05
MX_CHH_08039,1348,26.933333,-105
MX_CHH_08040,8737,29.35,-108.266667
MX_CHH_08041,1006,27.816667,-107.966667
MX_CHH_08042,5025,29.933333,-103.816667
MX_CHH_08043,727,28.816667,-107.7
MX_CHH_08044,1182,26.716667,-105.55
MX_CHH_08045,429,28.35,-105.5
MX_CHH_08046,2183,26.566667,-107.733333
MX_CHH_08047,1807,28.166667,-108.733333
MX_CHH_08048,4680,29.25,-107.083333
MX_CHH_08049,2001,27.45,-106.683333
MX_CHH_08050,2602,30.5,-107.7
MX_CHH_08051,1798,28.15,-108.166667
MX_CHH_08052,6796,29.5,-104.516667
MX_CHH_08053,371,31.25,-105.916667
MX_CHH_08054,2263,28.833333,-106.633333
MX_CHH_08055,1927,28.233333,-105.766667
MX_CHH_08056,1172,27.283333,-106.333333
MX_CHH_08057,1320,27.883333,-106.75
MX_CHH_08058,879,27.583333,-105.383333
MX_CHH_08059,480,26.883333,-105.966667
MX_CHH_08060,346,26.8,-105.783333
MX_CHH_08061,3557,27.766667,-106.183333
MX_CHH_08062,3040,28,-105.333333
MX_CHH_08063,4275,28.783333,-108.1
MX_CHH_08064,470,27.033333,-106.3
MX_CHH_08065,3302,27.216667,-108
MX_CHH_08066,2659,27.833333,-108.5
MX_CHH_08067,2954,27.466667,-105.816667
MX_CHP,73311,16.53,-92.45
MX_CHP_07001,248,15.4,-92.683333
MX_CHP_07002,304,16.533333,-92.833333
MX_CHP_07003,559,15.233333,-92.766667
MX_CHP_07004,955,16.666667,-91.85
MX_CHP_07005,315,17.383333,-92.85
MX_CHP_07006,253,15.533333,-92.083333
MX_CHP_07007,152,16.516667,-92.4
MX_CHP_07008,580,15.766667,-92.683333
MX_CHP_07009,807,16.25,-93.933333
MX_CHP_07010,78,15.491667,-92.158333
MX_CHP_07011,213,15.616667,-92.233333
MX_CHP_07012,352,16.866667,-93.316667
MX_CHP_07013,365,17.016667,-92.95
MX_CHP_07014,159,17.033333,-92.75
MX_CHP_07015,174,15.083333,-92.166667
MX_CHP_07016,629,17.766667,-91.983333
MX_CHP_07017,2440,16.75,-93.85
MX_CHP_07018,155,17.116667,-93.133333
MX_CHP_07019,977,16.3,-92.166667
MX_CHP_07020,2571,15.966667,-92.716667
MX_CHP_07021,346,17.116667,-93.25
MX_CHP_07022,185,17.033333,-92.616667
MX_CHP_07023,344,16.816667,-92.683333
MX_CHP_07024,406,16.6,-92.216667
MX_CHP_07025,,17.333333,-93.133333
MX_CHP_07026,251,16.933333,-92.566667
MX_CHP_07027,789,16.6,-92.966667
MX_CHP_07028,51,16.55,-92.733333
MX_CHP_07029,115,17,-93.116667
MX_CHP_07030,996,15.783333,-92.4
MX_CHP_07031,1674,17.1,-92.033333
MX_CHP_07032,416,15.35,-92.583333
MX_CHP_07033,210,17.3,-93.283333
MX_CHP_07034,764,15.783333,-92.083333
MX_CHP_07035,94,14.75,-92.216667
MX_CHP_07036,48,15.516667,-92.216667
MX_CHP_07037,303,15,-92.433333
MX_CHP_07038,310,16.683333,-92.4
MX_CHP_07039,339,17.233333,-92.7
MX_CHP_07040,396,15.1,-92.533333
MX_CHP_07041,514,16.2,-91.783333
MX_CHP_07042,94,17.3,-92.983333
MX_CHP_07043,125,17.416667,-93.1
MX_CHP_07044,279,16.816667,-92.916667
MX_CHP_07045,107,17.466667,-92.983333
MX_CHP_07046,1301,16.533333,-93.666667
MX_CHP_07047,235,17.083333,-92.883333
MX_CHP_07048,742,17.7,-93.2
MX_CHP_07049,148,16.916667,-92.766667
MX_CHP_07050,456,17.6,-91.75
MX_CHP_07051,1219,15.466667,-92.866667
MX_CHP_07052,3015,16.366667,-91.733333
MX_CHP_07053,110,15.35,-92.183333
MX_CHP_07054,382,14.866667,-92.516667
MX_CHP_07055,22,14.816667,-92.2
MX_CHP_07056,36,16.866667,-92.566667
MX_CHP_07057,584,15.3,-92.333333
MX_CHP_07058,29,16.433333,-92.616667
MX_CHP_07059,9580,16.666667,-91.5
MX_CHP_07060,61,17.216667,-93.183333
MX_CHP_07061,2083,16.8,-93.5
MX_CHP_07062,598,17.433333,-93.4
MX_CHP_07063,92,16.9,-93.083333
MX_CHP_07064,416,16.783333,-92.283333
MX_CHP_07065,2888,17.433333,-91.8
MX_CHP_07066,192,17.05,-92.466667
MX_CHP_07067,105,17.183333,-93.05
MX_CHP_07068,593,17.516667,-93.2
MX_CHP_07069,1756,15.65,-93.166667
MX_CHP_07070,82,15.433333,-92.266667
MX_CHP_07071,445,15.166667,-92.616667
MX_CHP_07072,177,17.216667,-92.866667
MX_CHP_07073,64,17.183333,-93
MX_CHP_07074,434,17.866667,-93.233333
MX_CHP_07075,234,16.366667,-92.35
MX_CHP_07076,250,17.316667,-92.616667
MX_CHP_07077,1233,17.416667,-92.183333
MX_CHP_07078,394,16.683333,-92.583333
MX_CHP_07079,359,16.916667,-93.2
MX_CHP_07080,384,15.55,-92.4
MX_CHP_07081,313,17.133333,-92.616667
MX_CHP_07082,105,17.033333,-92.35
MX_CHP_07083,632,16.1,-92.366667
MX_CHP_07084,156,17.4,-93
MX_CHP_07085,96,16.933333,-92.983333
MX_CHP_07086,283,16.583333,-93.133333
MX_CHP_07087,236,14.633333,-92.233333
MX_CHP_07088,78,17.483333,-93.25
MX_CHP_07089,980,14.933333,-92.3
MX_CHP_07090,66,17.216667,-93.116667
MX_CHP_07091,37,17.25,-93
MX_CHP_07092,521,17.166667,-93.366667
MX_CHP_07093,192,16.833333,-92.466667
MX_CHP_07094,283,16.55,-92.516667
MX_CHP_07096,801,17.366667,-92.5
MX_CHP_07097,1852,15.983333,-93.666667
MX_CHP_07098,168,16.5,-92.666667
MX_CHP_07099,1602,15.983333,-91.866667
MX_CHP_07100,402,17.3,-92.25
MX_CHP_07101,334,16.733333,-93.133333
MX_CHP_07102,165,14.883333,-92.2
MX_CHP_07103,174,15.133333,-92.4
MX_CHP_07104,358,16.116667,-92.233333
MX_CHP_07105,62,15.066667,-92.1
MX_CHP_07106,1360,16.3,-92.6
MX_CHP_07107,2387,16.066667,-93.233333
MX_CHP_07108,1899,16.366667,-93.4
MX_CHP_07109,209,17.183333,-92.316667
MX_CHP_07110,94,16.633333,-92.733333
MX_CHP_07111,194,16.716667,-92.783333
MX_CHP_07112,173,16.933333,-92.383333
MX_CHP_07113,26,16.933333,-92.7
MX_CHP_07114,1093,16.333333,-90.583333
MX_CHP_07115,542,16.216667,-91.25
MX_CHP_07116,909,16.266667,-90.75
MX_CHP_07117,197,15.666667,-92.666667
MX_CHP_07118,38,17.166667,-92.8
MX_CHP_07119,16,16.95,-92.716667
MX_CHP_07122,369,16.333333,-92.966667
MX_CHP_07123,218,16.5,-92.866667
MX_CHP_07124,746,17.233333,-93.666667
MX_CMX,1485,19.419444,-99.145556
MX_CMX_09002,33,19.482778,-99.183333
MX_CMX_09003,54,19.35,-99.161667
MX_CMX_09004,80,19.374444,-99.284722
MX_CMX_09005,94,19.48407,-99.11144
MX_CMX_09006,23,19.39601,-99.08192
MX_CMX_09007,117,19.358333,-99.093056
MX_CMX_09008,74,19.333333,-99.213889
MX_CMX_09009,286,19.19405,-99.02149
MX_CMX_09010,96,19.4,-99.2
MX_CMX_09011,85,19.27436,-99.00278
MX_CMX_09012,,19.27874,-99.16569
MX_CMX_09013,122,19.275,-99.138889
MX_CMX_09014,2663,19.39812,-99.1571
MX_CMX_09015,32,19.443056,-99.144722
MX_CMX_09016,26,19.40824,-99.19212
MX_CMX_09017,33,19.43972,-99.1105
MX_COA,151595,27.302222,-102.044722
MX_COA_05001,743,27.15,-101.233333
MX_COA_05002,11464,29.433333,-101.883333
MX_COA_05003,252,28.283333,-100.916667
MX_COA_05004,1635,25.35,-100.6
MX_COA_05005,2119,26.833333,-100.816667
MX_COA_05006,3343,26.533333,-101.4
MX_COA_05007,10672,26.666667,-102.35
MX_COA_05008,1025,27.3,-101.25
MX_COA_05009,2810,26.233333,-103.15
MX_COA_05010,457,26.95,-101.533333
MX_COA_05011,2641,25.533333,-101.533333
MX_COA_05012,2927,28.15,-100.35
MX_COA_05013,1130,27.85,-100.066667
MX_COA_05014,2201,29,-101
MX_COA_05015,2458,27.666667,-100.666667
MX_COA_05016,673,27.15,-101.916667
MX_COA_05017,806,25.566667,-103.2
MX_COA_05018,1480,26.883333,-101.216667
MX_COA_05019,639,28.333333,-101.05
MX_COA_05020,8288,28.35,-101.933333
MX_COA_05021,717,27.233333,-101.75
MX_COA_05022,908,28.5,-100.616667
MX_COA_05023,26024,28.05,-102.783333
MX_COA_05024,10621,25.583333,-102.133333
MX_COA_05025,474,28.766667,-100.6
MX_COA_05026,2887,27.383333,-101.016667
MX_COA_05027,6754,25.916667,-101.233333
MX_COA_05028,1976,27.933333,-101.133333
MX_COA_05029,289,26.933333,-101.766667
MX_COA_05030,5620,25.033333,-101.166667
MX_COA_05031,6443,27.833333,-101.966667
MX_COA_05032,802,28.066667,-101.4
MX_COA_05033,7144,26.166667,-102.583333
MX_COA_05034,7922,27.55,-103.583333
MX_COA_05035,1283,25.166667,-103.266667
MX_COA_05036,4402,25.2,-102.966667
MX_COA_05037,1855,28.1,-100.783333
MX_COA_05038,7939,28.866667,-101.316667
MX_COL,5627,19.096667,-103.960833
MX_COL_06001,341,18.936,-103.965
MX_COL_06002,,19.245,-103.724167
MX_COL_06003,,19.533333,-103.95
MX_COL_06004,,19.203787,-103.808616
MX_COL_06005,373,19.327951,-103.60181
MX_COL_06006,468,18.997778,-103.735833
MX_COL_06007,1578,19,-103
MX_COL_06008,215,19.383333,-104.05
MX_COL_06009,834,18.916667,-103.883333
MX_COL_06010,428,19.35,-104.083333
MX_DUR,123317,24.934722,-104.911944
MX_DUR_10001,468643,24.583333,-105
MX_DUR_10002,683,25.116667,-106.55
MX_DUR_10003,1324,24.975278,-104.771944
MX_DUR_10004,4797,24.866667,-103.7
MX_DUR_10005,10041,24.025,-104.6675
MX_DUR_10006,3470,24.68799,-103.22381
MX_DUR_10007,990,25.540833,-103.675
MX_DUR_10008,767,24.45,-104.116667
MX_DUR_10009,5246,25.931901,-105.954696
MX_DUR_10010,4698,26.266667,-104.9
MX_DUR_10011,2370,25.911944,-105.222222
MX_DUR_10012,1868,25.533333,-103.525
MX_DUR_10013,7126,26.190833,-104.054722
MX_DUR_10014,7196,23.472778,-104.411111
MX_DUR_10015,2412,25.2275,-104.113889
MX_DUR_10016,1478,23.85,-104.25
MX_DUR_10017,3207,26.071944,-105.101111
MX_DUR_10018,3559,25.94944,-105.36444
MX_DUR_10019,906,24.7,-106
MX_DUR_10020,1059,24.539167,-104.325278
MX_DUR_10021,1827,24.783333,-104.016667
MX_DUR_10022,1841,23.966667,-104.05
MX_DUR_10023,6178,23.783333,-105.366667
MX_DUR_10024,1854,25.183333,-104.566667
MX_DUR_10025,2078,26.00333,-105.52333
MX_DUR_10026,5620,24.1,-105.933333
MX_DUR_10027,2343,24.630556,-102.778056
MX_DUR_10028,494,24.776389,-104.459722
MX_DUR_10029,543,25.416667,-104.277778
MX_DUR_10030,2008,25.5625,-104.2925
MX_DUR_10031,1004,24.49847,-103.40702
MX_DUR_10032,7238,25.05,-105.483333
MX_DUR_10033,822,23.622222,-103.925
MX_DUR_10034,5188,24.966667,-106.966667
MX_DUR_10035,,25.343086,-105.723739
MX_DUR_10036,3709,26.103333,-103.440556
MX_DUR_10037,1617,25.211944,-106.570833
MX_DUR_10038,402,23.734167,-103.986667
MX_DUR_10039,,24.883333,-105.016667
MX_GRO,63596,17.613056,-99.95
MX_GRO_12001,1921,16.922222,-99.820833
MX_GRO_12002,388,17.714202,-98.934981
MX_GRO_12003,1983,17.951111,-100.591667
MX_GRO_12004,,17.45,-98.383333
MX_GRO_12005,,17.533333,-98.016667
MX_GRO_12006,857,17.95,-99.883333
MX_GRO_12007,725,18.283333,-100.266667
MX_GRO_12008,398,17.966667,-98.933333
MX_GRO_12009,199,18.216667,-99.483333
MX_GRO_12010,694,17.266667,-98.75
MX_GRO_12011,1638,17.05,-100.083333
MX_GRO_12012,735,16.966667,-99.1
MX_GRO_12013,784,16.75,-98.6
MX_GRO_12014,284,17.183333,-100.5
MX_GRO_12015,338,18.469167,-99.411944
MX_GRO_12016,2645,18.283333,-101.633333
MX_GRO_12017,339,18.235833,-99.656389
MX_GRO_12018,297,16.6044,-98.975
MX_GRO_12019,898,,
MX_GRO_12020,388,17.466667,-98.716667
MX_GRO_12021,1811,16.916667,-99.833333
MX_GRO_12022,3357,18.316667,-100.7
MX_GRO_12023,632,,
MX_GRO_12024,196,17.766667,-98.616667
MX_GRO_12025,314,16.716667,-98.966667
MX_GRO_12026,373,17.933333,-99.75
MX_GRO_12027,611,18.4,-100.466667
MX_GRO_12028,587,17.533333,-99.166667
MX_GRO_12029,2338,17.551944,-99.501334
MX_GRO_12030,372,16.723889,-99.123333
MX_GRO_12031,260,18.383333,-99.966667
MX_GRO_12032,1613,17.433333,-99.783333
MX_GRO_12033,432,17.802222,-98.564167
MX_GRO_12034,1328,18,-99.083333
MX_GRO_12035,567,18.344722,-99.542778
MX_GRO_12036,266,16.755278,-98.483611
MX_GRO_12037,,18.500119,-99.792251
MX_GRO_12038,1468,17.6667,-101.567
MX_GRO_12039,652,17.166111,-99.529444
MX_GRO_12040,852,17.55,-99.566667
MX_GRO_12041,492,16.95,-98.6
MX_GRO_12042,,17.75,-99.333333
MX_GRO_12043,1367,17.123611,-98.558056
MX_GRO_12044,577,17.4703,-99.3703
MX_GRO_12045,1028,17.833333,-98.85
MX_GRO_12046,1100,16.680556,-98.382778
MX_GRO_12047,510,18.65,-99.75
MX_GRO_12048,2071,17.53892,-101.26685
MX_GRO_12049,62,18.716667,-99.633333
MX_GRO_12050,212,18.416667,-100.516667
MX_GRO_12051,929,17.414661,-99.241106
MX_GRO_12052,704,16.806386,-98.732779
MX_GRO_12053,960,17.416667,-99.333333
MX_GRO_12054,2648,18.166667,-100.383333
MX_GRO_12055,347,18.563333,-99.611389
MX_GRO_12056,776,16.966667,-99.266667
MX_GRO_12057,2537,17.37695,-100.7626
MX_GRO_12059,984,17.9,-99.6833
MX_GRO_12060,269,18.65,-99.65
MX_GRO_12061,290,17.564817,-99.398319
MX_GRO_12062,450,16.8,-98.3
MX_GRO_12064,414,18.429167,-100.453889
MX_GRO_12065,331,17.4833,-98.2333
MX_GRO_12066,1110,17.5,-98.45
MX_GRO_12067,266,18.239167,-100.533056
MX_GRO_12068,1142,18.5,-101.333333
MX_GRO_12069,393,17.3333,-98.65
MX_GRO_12070,191,17.89242,-98.47886
MX_GRO_12071,321,16.792014,-98.242431
MX_GRO_12072,820,16.9833,-98.75
MX_GRO_12073,2475,18,-100
MX_GRO_12074,308,17.6833,-99.2
MX_GRO_12075,1289,17.772222,-99.605556
MX_GRO_12076,545,17.325389,-98.910279
MX_GRO_12077,,16.583333,-98.816667
MX_GRO_12078,,17.2,-98.45
MX_GRO_12079,,18.216667,-99.483333
MX_GRO_12080,1142,,
MX_GRO_12081,,17.045278,-98.685278
MX_GUA,30607,21.018889,-101.262778
MX_GUA_11001,,20.45,-101.517
MX_GUA_11002,,20.033333,-100.716667
MX_GUA_11003,1554,20.846389,-100.826389
MX_GUA_11004,,20.42678,-100.56761
MX_GUA_11005,,20.546944,-100.686667
MX_GUA_11006,314,21.267778,-99.718333
MX_GUA_11007,553,20.528889,-100.815
MX_GUA_11008,820,20.72085,-101.856
MX_GUA_11009,489,20.720083,-100.761167
MX_GUA_11010,124,20.20993,-100.37631
MX_GUA_11011,335,20.433333,-100.941667
MX_GUA_11012,260,20.608333,-101.658333
MX_GUA_11013,231,21.1425,-100.319167
MX_GUA_11014,1656,21.1,-101
MX_GUA_11015,1014,21.033333,-101.241667
MX_GUA_11016,128,20.3675,-101.496944
MX_GUA_11017,851,20.683333,-101.366667
MX_GUA_11018,175,20.341667,-101.05
MX_GUA_11019,,20.149444,-100.509444
MX_GUA_11020,1222,21.119722,-101.680556
MX_GUA_11021,160,20.129722,-101.19
MX_GUA_11022,1026,21.6475,-101.479722
MX_GUA_11023,1561,20.431111,-101.722222
MX_GUA_11024,60,20.55,-101.358333
MX_GUA_11025,291,21.030556,-101.879167
MX_GUA_11026,441,20.808333,-101.6
MX_GUA_11027,757,20.65,-101.183333
MX_GUA_11028,593,20.183333,-100.9
MX_GUA_11029,1013,21.465556,-100.873611
MX_GUA_11030,3007,21.480833,-101.213611
MX_GUA_11031,425,20.916667,-101.783333
MX_GUA_11032,548,21.03386,-100.41152
MX_GUA_11033,2031,21.298611,-100.516389
MX_GUA_11034,195,21.14,-100.068056
MX_GUA_11035,429,20.683333,-100.983333
MX_GUA_11036,84,20.166667,-100.991667
MX_GUA_11037,539,20.95,-101.416667
MX_GUA_11038,121,20.003056,-100.518611
MX_GUA_11039,334,20.283333,-100.75
MX_GUA_11040,409,21.101111,-100.157778
MX_GUA_11041,116,20.138889,-101.179722
MX_GUA_11042,820,20.392778,-101.191389
MX_GUA_11043,1047,21.35448,-100.22294
MX_GUA_11044,128,20.541667,-101
MX_GUA_11045,911,21.34418,-99.9997
MX_GUA_11046,666,20.212222,-101.1275
MX_HID,20821,20.478333,-98.863611
MX_HID_13001,241,20.145556,-98.44
MX_HID_13002,238,20.158333,-98.202222
MX_HID_13003,271,20.28451,-98.91525
MX_HID_13004,120,20.348611,-98.356389
MX_HID_13005,253,20.091944,-99.122222
MX_HID_13006,433,20.409722,-99.349444
MX_HID_13007,272,19.703333,-98.403333
MX_HID_13008,322,19.71,-98.451944
MX_HID_13009,137,20.220556,-98.911389
MX_HID_13010,64,20.058333,-99.220833
MX_HID_13011,142,21.025,-98.368333
MX_HID_13012,457,20.28632,-98.6685
MX_HID_13013,121,20.007222,-99.220556
MX_HID_13014,211,20.896667,-98.581944
MX_HID_13015,593,20.616667,-99.116667
MX_HID_13016,391,20.15,-98.433333
MX_HID_13017,278,20.283333,-99.4
MX_HID_13018,232,21.154722,-98.903889
MX_HID_13019,222,20.333333,-99.233333
MX_HID_13020,239,20.7475,-98.806389
MX_HID_13021,123,19.65,-98.55
MX_HID_13022,139,20.0175,-98.636389
MX_HID_13023,95,20.245556,-99.087778
MX_HID_13024,302,20.203611,-98.576389
MX_HID_13025,292,21.030833,-98.286389
MX_HID_13026,107,20.980833,-98.507778
MX_HID_13027,214,20.460278,-98.078333
MX_HID_13028,394,21.14,-98.419444
MX_HID_13029,660,20.375278,-99.650556
MX_HID_13030,486,20.484167,-99.218889
MX_HID_13031,440,21.007222,-99.189722
MX_HID_13032,38,21.133056,-98.538056
MX_HID_13033,38,20.781389,-98.829722
MX_HID_13034,177,20.834167,-98.716667
MX_HID_13035,146,20.238056,-98.321944
MX_HID_13036,245,20.532778,-98.6375
MX_HID_13037,796,20.584444,-98.763056
MX_HID_13038,193,20.214722,-98.730556
MX_HID_13039,53,20.139167,-98.671667
MX_HID_13040,232,21.099167,-99.1225
MX_HID_13041,114,20.229722,-99.214444
MX_HID_13042,198,20.785556,-98.729167
MX_HID_13043,249,20.767778,-99.150556
MX_HID_13044,341,20.250833,-99.645278
MX_HID_13045,79,20.168611,-98.647778
MX_HID_13046,323,21.171111,-98.607778
MX_HID_13047,385,21.050556,-99.296389
MX_HID_13048,,20.1225,-98.735833
MX_HID_13049,180,21.194167,-99.006389
MX_HID_13050,106,20.248056,-99.189722
MX_HID_13051,106,20.045744,-98.721077
MX_HID_13052,297,20.114444,-98.885833
MX_HID_13053,358,20.398889,-98.201944
MX_HID_13054,205,20.283889,-99.013611
MX_HID_13055,256,20.381667,-98.962778
MX_HID_13056,89,20.039722,-98.3575
MX_HID_13057,420,19.9675,-98.517222
MX_HID_13058,240,20.551667,-99.312222
MX_HID_13059,525,20.534167,-99.633333
MX_HID_13060,176,20.338056,-98.227222
MX_HID_13061,239,19.785,-98.553056
MX_HID_13062,347,21.013611,-98.842778
MX_HID_13063,353,19.905278,-99.341667
MX_HID_13064,147,20.186667,-99.380556
MX_HID_13065,44,20.103056,-99.156389
MX_HID_13066,90,19.879722,-98.819167
MX_HID_13067,120,20.1925,-99.273056
MX_HID_13069,100,19.841667,-98.989167
MX_HID_13070,28,20.133333,-99.216667
MX_HID_13071,531,20.9225,-98.95
MX_HID_13072,156,19.818056,-98.603889
MX_HID_13073,392,20.987778,-98.66
MX_HID_13074,79,20.091944,-99.222222
MX_HID_13075,117,19.956667,-98.920278
MX_HID_13076,305,20.056389,-99.341944
MX_HID_13077,217,20.085833,-98.363333
MX_HID_13078,135,20.833889,-98.284167
MX_HID_13079,187,20.776667,-98.678611
MX_HID_13080,154,20.949167,-98.381944
MX_HID_13081,272,20.643889,-98.653056
MX_HID_13082,272,19.971389,-98.859722
MX_HID_13083,319,19.915556,-98.67
MX_HID_13084,872,20.737778,-99.382778
MX_JAL,78588,20.566667,-103.676389
MX_JAL_14001,362,,
MX_JAL_14002,166,20.424167,-103.601389
MX_JAL_14003,134,20.699167,-103.955556
MX_JAL_14004,,19.987778,-103.613611
MX_JAL_14005,207,20.833333,-103.716667
MX_JAL_14006,685,20.54906,-104.04678
MX_JAL_14007,,20.8,-104
MX_JAL_14008,1238,20.7,-102.3
MX_JAL_14009,181,20.77538,-103.69353
MX_JAL_14010,,20.183333,-103.7
MX_JAL_14011,,20.294444,-104.262222
MX_JAL_14012,662,20.41553,-104.49387
MX_JAL_14013,638,20.533333,-102.5
MX_JAL_14014,235,20.017,-103.533
MX_JAL_14015,962,19.766667,-104.366667
MX_JAL_14016,518,20.493889,-102.350833
MX_JAL_14017,884,20.065278,-104.4
MX_JAL_14018,425,20.283333,-102.566667
MX_JAL_14019,1499,21.830556,-103.780556
MX_JAL_14021,455,19.603056,-104.436222
MX_JAL_14023,274,19.7036,-103.465
MX_JAL_14024,,20.38606,-103.82602
MX_JAL_14025,505,22.086667,-103.286389
MX_JAL_14026,455,19.866667,-103.15
MX_JAL_14027,1178,19.433333,-104.3
MX_JAL_14028,255,20.2025,-104.406111
MX_JAL_14029,,20.9275,-103.023889
MX_JAL_14030,385,20.290436,-103.191822
MX_JAL_14031,970,21.779722,-103.780833
MX_JAL_14032,432,20.089611,-103.861681
MX_JAL_14033,,20.466667,-102.15
MX_JAL_14034,472,19.9,-104.15
MX_JAL_14035,1296,21.516667,-102.233333
MX_JAL_14036,306,20.76839,-104.07736
MX_JAL_14037,157,19.805636,-104.215318
MX_JAL_14038,483,20.67078,-104.41341
MX_JAL_14039,,20.666667,-103.333333
MX_JAL_14040,697,21.06035,-104.05091
MX_JAL_14041,550,22.359069,-103.210786
MX_JAL_14042,717,22.616667,-103.883333
MX_JAL_14044,184,20.35,-103.183333
MX_JAL_14045,594,20.866667,-103.25
MX_JAL_14046,427,21.2,-102.466667
MX_JAL_14047,,20.2762,-102.67298
MX_JAL_14048,489,20.606755,-102.223031
MX_JAL_14049,,19.366667,-103
MX_JAL_14051,89,20.5,-103.166667
MX_JAL_14052,403,20.055833,-104.035278
MX_JAL_14053,2521,21.4573,-101.90979
MX_JAL_14054,130,19.829444,-104.112222
MX_JAL_14055,445,20.909167,-103.980278
MX_JAL_14056,403,19.533333,-102.85
MX_JAL_14057,129,20.019444,-103.113889
MX_JAL_14058,1591,20.526111,-104.787778
MX_JAL_14061,3151,22.388089,-103.728489
MX_JAL_14062,418,20.48371,-104.44443
MX_JAL_14063,,20.3906,-102.73886
MX_JAL_14065,1007,19.188889,-103.377778
MX_JAL_14066,672,20.380278,-102.926111
MX_JAL_14067,,20.69119,-105.19443
MX_JAL_14069,187,19.793611,-102.880278
MX_JAL_14070,41,20.516667,-103.183333
MX_JAL_14071,636,21.044722,-103.428056
MX_JAL_14072,359,20.866667,-101.9
MX_JAL_14073,849,21.24891,-102.33184
MX_JAL_14074,268,21.016667,-102.166667
MX_JAL_14075,292,20.783333,-104.183333
MX_JAL_14076,991,21.5,-103.8
MX_JAL_14077,344,20.435,-103.928611
MX_JAL_14079,,19.83103,-103.4443
MX_JAL_14081,284,22.183333,-103.183333
MX_JAL_14082,294,19.883611,-103.597222
MX_JAL_14086,442,19.95041,-103.73757
MX_JAL_14087,1326,19.466667,-103.3
MX_JAL_14088,795,20.202419,-104.050419
MX_JAL_14089,152,20.074167,-103.552778
MX_JAL_14090,337,20.2167,-104.167
MX_JAL_14091,520,21.178139,-102.885995
MX_JAL_14092,409,20.091833,-103.378472
MX_JAL_14093,1532,20.817,-102.733
