location_key,area_sq_km,latitude,longitude
BR_MA_211085,745,-5.122778,-47.385833
BR_MA_211090,2745,-6.250833,-42.856944
BR_MA_211100,690,-2.955,-44.806944
BR_MA_211102,615,-3.553889,-46.255833
BR_MA_211105,2053,-6.460833,-47.057778
BR_MA_211107,1438,-5.113889,-43.81
BR_MA_211110,1500,-6.495,-43.701944
BR_MA_211120,149,-2.561944,-44.053889
BR_MA_211125,362,-5.050833,-44.583889
BR_MA_211130,827,-2.53,-44.302778
BR_MA_211140,968,-4.38,-44.67
BR_MA_211150,783,-4.04,-44.47
BR_MA_211153,720,-5.085,-48.428889
BR_MA_211157,979,-6.825833,-46.531944
BR_MA_211160,3521,-7.021944,-45.480833
BR_MA_211163,281,-5.105,-45.076944
BR_MA_211167,227,-5.020833,-44.990833
BR_MA_211170,381,-2.893889,-44.88
BR_MA_211172,605,-4.038889,-45.237778
BR_MA_211174,426,-5.255833,-44.055833
BR_MA_211176,1,-5.442778,-47.290833
BR_MA_211178,1207,-1.855833,-45.122778
BR_MA_211180,3114,-5.877778,-46.698889
BR_MA_211190,1074,-6.476944,-44.191944
BR_MA_211195,564,-6.410833,-43.545833
BR_MA_211200,4382,-8.475,-45.742778
BR_MA_211210,1486,-4.255,-43.940833
BR_MA_211220,1764,-5.093889,-42.836944
BR_MA_211223,262,-4.537778,-44.627778
BR_MA_211227,276,-3.728889,-45.553889
BR_MA_211230,3573,-5.257778,-44.648889
BR_MA_211240,2577,-1.662778,-45.371944
BR_MA_211245,1511,-2.200833,-45.342778
BR_MA_211250,1651,-2.761944,-42.273889
BR_MA_211260,1207,-3.207778,-43.403889
BR_MA_211270,1957,-3.542778,-43.915833
BR_MA_211280,1162,-3.22,-45.003889
BR_MA_211285,1188,-5.187778,-48.135833
BR_MA_211290,726,-3.461944,-44.870833
BR_MA_211300,1193,-4.281944,-45.250833
BR_MA_211400,2140,-3.242778,-45.823889
BR_MA_SLZ,827,-2.53,-44.302778
BR_MG,586514,-18.958889,-44.574444
BR_MG_310010,881,-18.486389,-47.403333
BR_MG_310020,1817,-19.158333,-45.452222
BR_MG_310030,471,-20.300833,-42.477778
BR_MG_310040,100,-20.362778,-43.145
BR_MG_310050,815,-19.072778,-42.545833
BR_MG_310070,489,-20.055833,-48.108889
BR_MG_310080,235,-20.942778,-45.392778
BR_MG_310090,817,-17.081944,-40.935833
BR_MG_310100,1257,-15.746944,-41.46
BR_MG_310110,1348,-19.495833,-41.063889
BR_MG_310120,650,-21.975833,-44.602778
BR_MG_310130,161,-22.170833,-44.641944
BR_MG_310140,57,-22.200833,-46.615833
BR_MG_310150,511,-21.887778,-42.703889
BR_MG_310160,850,-21.428889,-45.946944
BR_MG_310163,126,-21.145,-43.776944
BR_MG_310170,2300,-16.183333,-40.7
BR_MG_310180,167,-18.973889,-41.97
BR_MG_310190,458,-20.863889,-46.387778
BR_MG_310200,366,-21.248889,-46.142778
BR_MG_310205,104,-20.433889,-41.867778
BR_MG_310210,518,-21.025833,-43.410833
BR_MG_310220,278,-19.416944,-41.728889
BR_MG_310230,599,-20.106944,-43.048889
BR_MG_310240,374,-18.735833,-43.365
BR_MG_310250,145,-20.506944,-42.802778
BR_MG_310260,467,-22.067778,-46.568889
BR_MG_310270,673,-15.965833,-41.497778
BR_MG_310280,1004,-21.74,-44.308889
BR_MG_310285,184,-17.73,-42.265
BR_MG_310290,525,-21.317778,-43.746944
BR_MG_310300,787,-19.652778,-42.871944
BR_MG_310310,85,-21.015833,-42.108889
BR_MG_310320,185,-19.198889,-44.247778
BR_MG_310330,105,-21.342778,-43.377778
BR_MG_310340,2235,-16.85,-42.07
BR_MG_310350,1054,-18.648889,-48.186944
BR_MG_310360,89,-21.910833,-44.255833
BR_MG_310370,304,-20.666944,-42.520833
BR_MG_310375,298,-18.436944,-49.186944
BR_MG_310380,172,-19.033889,-46.155833
BR_MG_310390,245,-19.947778,-45.165833
BR_MG_310400,1164,-19.592778,-46.940833
BR_MG_310410,162,-21.363889,-46.94
BR_MG_310420,510,-20.291389,-45.539722
BR_MG_310430,280,-21.358889,-46.145833
BR_MG_310440,159,-21.61,-42.835833
BR_MG_310445,243,-17.866944,-42.556944
BR_MG_310450,5322,-15.916944,-46.105833
BR_MG_310460,159,-21.315,-42.861944
BR_MG_310470,1838,-18.043889,-41.11
BR_MG_310480,1250,-18.108889,-44.266944
BR_MG_310490,751,-21.958889,-44.89
BR_MG_310500,556,-19.287778,-43.956944
BR_MG_310510,1455,-20.005833,-45.976944
BR_MG_310520,484,-15.885,-40.558889
BR_MG_310530,46,-21.727778,-46.385833
BR_MG_310540,340,-19.945833,-43.486944
BR_MG_310550,199,-21.245,-42.237778
BR_MG_310560,759,-21.225833,-43.773889
BR_MG_310570,386,-20.282778,-43.040833
BR_MG_310590,81,-21.186944,-43.975833
BR_MG_310600,108,-19.83,-43.090833
BR_MG_310610,393,-21.948889,-43.415
BR_MG_310620,330,-19.928056,-43.941944
BR_MG_310630,334,-19.22,-42.483889
BR_MG_310640,365,-20.407778,-44.023889
BR_MG_310650,586,-16.951944,-42.465833
BR_MG_310660,559,-17.062778,-40.573889
BR_MG_310665,493,-15.612778,-41.745
BR_MG_310670,346,-19.967778,-44.197778
BR_MG_310680,284,-21.605833,-43.756944
BR_MG_310690,139,-21.725,-43.058889
BR_MG_310700,457,-18.784167,-45.501667
BR_MG_310710,858,-21.09,-45.565833
BR_MG_310720,501,-22.167778,-44.395
BR_MG_310730,3232,-17.107778,-43.815
BR_MG_310740,1213,-19.735833,-45.251944
BR_MG_310750,412,-21.946944,-44.190833
BR_MG_310760,209,-21.016944,-46.522778
BR_MG_310770,195,-19.703889,-43.473889
BR_MG_310780,592,-19.828889,-42.315833
BR_MG_310790,229,-22.470833,-46.145
BR_MG_310800,706,-21.032778,-44.757778
BR_MG_310810,301,-20.326944,-44.238889
BR_MG_310820,1778,-16.566944,-45.99
BR_MG_310825,3900,-15.322778,-44.753889
BR_MG_310830,301,-22.273889,-46.165
BR_MG_310840,333,-21.642445,-46.393671
BR_MG_310850,1571,-16.871944,-43.010833
BR_MG_310855,2515,-17.01,-46.008889
BR_MG_310860,1398,-16.207778,-44.428889
BR_MG_310870,223,-20.920833,-43.241944
BR_MG_310880,378,-19.055833,-42.715833
BR_MG_310890,361,-22.473889,-45.607778
BR_MG_310900,639,-20.142778,-44.2
BR_MG_310910,355,-22.440833,-46.350833
BR_MG_310920,1610,-17.872778,-44.18
BR_MG_310925,161,-19.406944,-42.265
BR_MG_310930,5219,-15.617778,-46.422778
BR_MG_310940,7225,-17.350833,-44.961944
BR_MG_310945,1025,-16.03,-47.090833
BR_MG_310950,367,-21.471944,-46.395833
BR_MG_310960,61,-19.525,-44.453889
BR_MG_310970,305,-22.355,-45.778889
BR_MG_310980,200,-18.515,-49.500833
BR_MG_310990,156,-19.295,-44.418889
BR_MG_311000,541,-19.88,-43.67
BR_MG_311010,106,-20.695833,-41.925
BR_MG_311020,83,-20.790833,-42.796944
BR_MG_311030,713,-21.923889,-46.385833
BR_MG_311040,222,-20.625,-45.156944
BR_MG_311050,527,-22.755,-46.145
BR_MG_311060,242,-22.611944,-46.057778
BR_MG_311070,245,-21.858333,-45.291111
BR_MG_311080,442,-18.238889,-41.747778
BR_MG_311090,336,-21.838889,-45.399722
BR_MG_311100,577,-21.710833,-46.245833
BR_MG_311110,3663,-19.535833,-49.485833
BR_MG_311115,506,-16.503889,-44.810833
BR_MG_311120,526,-20.896944,-45.276944
BR_MG_311130,273,-21.106944,-45.83
BR_MG_311140,1261,-19.760833,-48.571944
BR_MG_311150,719,-19.695833,-46.170833
BR_MG_311160,769,-21.235,-45.758889
BR_MG_311170,175,-20.685833,-42.62
BR_MG_311180,845,-18.725,-49.203889
BR_MG_311190,212,-21.020833,-45.181944
BR_MG_311200,720,-20.766944,-45.275833
BR_MG_311205,141,-18.525833,-42.626944
BR_MG_311210,130,-20.520833,-41.906944
BR_MG_311220,110,-20.922778,-43.617778
BR_MG_311230,965,-17.690833,-42.515833
BR_MG_311240,296,-20.615833,-47.053889
BR_MG_311250,94,-19.548889,-44.116944
BR_MG_311260,621,-18.681944,-49.57
BR_MG_311265,275,-19.066944,-41.857778
BR_MG_311270,971,-16.323889,-43.710833
BR_MG_311280,522,-20.615,-46.05
BR_MG_311290,188,-20.171944,-42.270833
BR_MG_311300,1240,-17.188889,-41.695
BR_MG_311310,159,-20.875833,-43.738889
BR_MG_311320,486,-20.953889,-43.805833
BR_MG_311330,352,-20.732778,-42.028889
BR_MG_311340,1258,-19.79,-42.138889
BR_MG_311350,1454,-17.526944,-43.015833
BR_MG_311360,,-22.042778,-45.698889
BR_MG_311370,3198,-17.702778,-40.765833
BR_MG_311380,258,-19.088889,-43.141944
BR_MG_311390,505,-21.460833,-45.223889
BR_MG_311400,357,-20.557778,-44.870833
BR_MG_311410,323,-22.121944,-45.128889
BR_MG_311420,455,-20.183889,-44.770833
BR_MG_311430,1307,-19.000833,-46.315833
BR_MG_311440,1064,-20.973056,-46.118889
BR_MG_311450,400,-20.540833,-44.635
BR_MG_311455,2060,-19.697778,-50.687778
BR_MG_311460,727,-21.487778,-44.642778
BR_MG_311470,80,-21.777778,-45.840833
BR_MG_311480,282,-22.000833,-44.460833
BR_MG_311490,157,-20.792778,-43.93
BR_MG_311500,367,-18.575833,-47.876944
BR_MG_311510,665,-20.582778,-46.921944
BR_MG_311520,273,-21.128889,-44.471944
BR_MG_311530,491,-21.388889,-42.696944
BR_MG_311535,240,-20.075,-43.407778
BR_MG_311540,143,-20.69,-43.497778
BR_MG_311545,421,-17.311944,-41.516944
BR_MG_311547,285,-15.357778,-42.962778
BR_MG_311550,100,-21.976944,-44.932778
BR_MG_311560,279,-19.147778,-45.710833
BR_MG_311570,203,-18.761944,-41.305833
BR_MG_311580,321,-18.583889,-49.198889
BR_MG_311590,152,-21.671944,-43.221944
BR_MG_311600,212,-20.043889,-41.687778
BR_MG_311610,827,-17.086944,-42.535
BR_MG_311615,3214,-15.305833,-45.617778
BR_MG_311620,252,-22.002778,-43.057778
BR_MG_311630,153,-20.905,-43.365833
BR_MG_311640,227,-20.398889,-47.266944
BR_MG_311650,705,-17.08,-44.208889
BR_MG_311660,630,-20.442778,-44.765833
BR_MG_311670,106,-20.856944,-42.802778
BR_MG_311680,347,-18.233889,-42.84
BR_MG_311690,1042,-19.697778,-49.080833
BR_MG_311700,656,-16.295833,-41.792778
BR_MG_311710,349,-21.093889,-46.203889
BR_MG_311720,101,-22.16,-45.455
BR_MG_311730,1348,-19.915,-48.387778
BR_MG_311740,253,-19.927778,-41.693889
BR_MG_311750,1671,-19.036944,-43.425
BR_MG_311760,249,-19.752778,-44.896944
BR_MG_311770,370,-21.880833,-45.085
BR_MG_311780,182,-22.412778,-45.797778
BR_MG_311783,1617,-15.293889,-44.417778
BR_MG_311787,42,-19.632778,-43.982778
BR_MG_311790,205,-22.152778,-46.038889
BR_MG_311800,304,-20.5,-43.857778
BR_MG_311810,398,-18.806944,-43.680833
BR_MG_311820,618,-19.936944,-47.541944
BR_MG_311830,370,-20.66,-43.785833
BR_MG_311840,1483,-19.171944,-41.471944
BR_MG_311850,85,-22.550833,-45.920833
BR_MG_311860,195,-19.931944,-44.053889
BR_MG_311870,296,-21.188889,-45.440833
BR_MG_311880,2236,-16.685,-44.365
BR_MG_311890,824,-19.125,-44.320833
BR_MG_311900,179,-21.792778,-45.700833
BR_MG_311910,2524,-18.380833,-44.455833
BR_MG_311920,576,-18.621944,-42.285833
BR_MG_311930,3296,-18.472778,-47.2
BR_MG_311940,221,-19.518889,-42.628889
BR_MG_311950,813,-16.618889,-42.181944
BR_MG_311960,130,-21.587778,-43.265833
BR_MG_311970,141,-21.023889,-44.222778
BR_MG_311980,644,-19.823889,-45.903889
BR_MG_311990,123,-22.63,-46.02
BR_MG_311995,105,-20.448889,-45.555
BR_MG_312000,205,-19.831944,-42.395833
BR_MG_312010,485,-18.070833,-43.470833
BR_MG_312015,969,-17.236944,-40.911944
BR_MG_312020,627,-20.875833,-45.518889
BR_MG_312030,840,-16.8,-42.861944
BR_MG_312040,132,-20.831944,-43.805833
BR_MG_312050,311,-22.211944,-45.263889
BR_MG_312060,166,-20.383889,-44.336944
BR_MG_312070,185,-18.945833,-46.673889
BR_MG_312080,522,-21.838889,-44.807778
BR_MG_312083,226,-18.968889,-41.098889
BR_MG_312087,568,-15.937778,-41.843889
BR_MG_312090,3295,-18.755833,-44.430833
BR_MG_312100,309,-18.445833,-43.655833
BR_MG_312110,408,-22.508889,-45.28
BR_MG_312120,1374,-20.343889,-46.853889
BR_MG_312125,104,-19.976944,-47.770833
BR_MG_312130,213,-21.46,-42.967778
BR_MG_312140,370,-20.66,-44.332778
BR_MG_312150,142,-21.146944,-43.517778
BR_MG_312160,3869,-18.248889,-43.6
BR_MG_312170,165,-20.487778,-43.197778
BR_MG_312180,344,-19.842778,-42.776944
BR_MG_312190,118,-20.99,-43.003889
BR_MG_312200,338,-20.613889,-42.148889
BR_MG_312210,342,-18.777778,-41.48
BR_MG_312220,132,-18.803889,-42.597778
BR_MG_312230,708,-20.138889,-44.883889
BR_MG_312235,118,-15.725833,-41.345
BR_MG_312240,216,-21.510833,-46.195833
BR_MG_312245,965,-15.725833,-41
BR_MG_312247,821,-16.651944,-46.270833
BR_MG_312250,59,-19.373889,-42.105833
BR_MG_312260,406,-18.966944,-43.255833
BR_MG_312270,194,-20.16,-42.967778
BR_MG_312280,113,-22.253889,-45.160833
BR_MG_312290,54,-21.316111,-42.810833
BR_MG_312300,127,-21.108889,-44.022778
BR_MG_312310,381,-19.057778,-42.928889
BR_MG_312320,1110,-19.462778,-45.601944
BR_MG_312330,231,-20.975833,-43.188889
BR_MG_312340,153,-20.286944,-45.902778
BR_MG_312350,313,-18.430833,-47.608889
BR_MG_312352,217,-20.202778,-41.797778
BR_MG_312360,499,-21.61,-45.565
BR_MG_312370,188,-19.218889,-42.045833
BR_MG_312380,631,-17.28,-43.95
BR_MG_312385,85,-19.625,-42.230833
BR_MG_312390,462,-20.670833,-44.065833
BR_MG_312400,357,-20.84,-42.656944
BR_MG_312410,909,-19.762778,-44.313889
BR_MG_312420,324,-20.65,-41.906944
BR_MG_312430,1876,-14.908056,-42.810278
BR_MG_312440,263,-22.045833,-45.950833
BR_MG_312450,245,-22.462778,-46.016944
BR_MG_312460,131,-21.741944,-42.460833
BR_MG_312470,635,-19.521944,-45.787778
BR_MG_312480,820,-18.745833,-47.692778
BR_MG_312490,310,-21.098889,-42.186944
BR_MG_312500,103,-21.550833,-43.51
BR_MG_312510,243,-22.855,-46.317778
BR_MG_312520,86,-21.405833,-45.828889
BR_MG_312530,165,-20.807778,-42.03
BR_MG_312540,358,-18.076944,-43.246944
BR_MG_312550,313,-18.003889,-43.390833
BR_MG_312560,593,-16.638889,-40.760833
BR_MG_312570,1553,-18.757778,-44.898889
BR_MG_312580,151,-19.153889,-42.081944
BR_MG_312590,1088,-19.231944,-43.022778
BR_MG_312595,357,-20.725833,-42.278889
BR_MG_312600,194,-19.888889,-44.432778
BR_MG_312610,1502,-20.463889,-45.425833
BR_MG_312620,3691,-14.946944,-46.231944
BR_MG_312630,218,-20.848889,-46.717778
BR_MG_312640,198,-19.560833,-44.446944
BR_MG_312650,463,-16.992778,-42.351944
BR_MG_312660,1553,-17.315,-44.233889
BR_MG_312670,2749,-16.41022,-43.49501
BR_MG_312675,715,-17.96,-42.008889
BR_MG_312680,628,-18.065833,-41.428889
BR_MG_312690,468,-18.545,-41.921944
BR_MG_312695,168,-18.167778,-42.765833
BR_MG_312700,199,-20.267778,-49.198889
BR_MG_312705,317,-16.890833,-40.925
BR_MG_312707,758,-16.130833,-42.532778
BR_MG_312710,2426,-20.025,-48.940833
BR_MG_312720,199,-19.367778,-44.055833
BR_MG_312730,720,-18.998889,-41.537778
BR_MG_312733,1733,-15.081944,-43.123889
BR_MG_312735,145,-16.85,-43.696944
BR_MG_312737,112,-18.981944,-41.222778
BR_MG_312738,153,-21.5369,-43.2019
BR_MG_312740,187,-22.658889,-45.855833
BR_MG_312750,210,-18.821944,-42.478889
BR_MG_312760,874,-18.453889,-43.740833
BR_MG_312770,2342,-18.850833,-41.948889
BR_MG_312780,3889,-16.558889,-42.89
BR_MG_312790,192,-18.493889,-47.721944
BR_MG_312800,1075,-18.775,-42.932778
BR_MG_312810,934,-20.761944,-45.917778
BR_MG_312820,348,-20.570833,-43.007778
BR_MG_312825,392,-17.013889,-43.672778
BR_MG_312830,294,-21.298889,-46.802778
BR_MG_312840,264,-21.351944,-43.046944
BR_MG_312850,88,-21.731944,-43.037778
BR_MG_312860,2065,-17.770833,-47.097778
BR_MG_312870,285,-21.305,-46.712778
BR_MG_312880,158,-21.151944,-42.796944
BR_MG_312890,370,-18.843889,-46.792778
BR_MG_312900,294,-21.007778,-42.717778
BR_MG_312910,1844,-19.212778,-49.785833
BR_MG_312920,153,-22.066944,-45.541944
BR_MG_312930,340,-19.436944,-42.217778
BR_MG_312940,353,-21.43,-43.962778
BR_MG_312950,2707,-19.477778,-46.538889
BR_MG_312960,870,-16.860833,-44.913889
BR_MG_312965,359,-15.663889,-44.163889
BR_MG_312970,598,-20.461944,-47.121944
BR_MG_312980,72,-20.021944,-44.058889
BR_MG_312990,68,-22.060833,-46.44
BR_MG_313000,158,-21.152778,-44.747778
BR_MG_313005,616,-16.216944,-44.905833
BR_MG_313010,109,-20.07,-44.301944
BR_MG_313020,218,-19.955,-44.708889
BR_MG_313030,627,-20.173889,-45.710833
BR_MG_313040,105,-21.17,-44.925
BR_MG_313050,376,-20.935833,-45.832778
BR_MG_313055,199,-19.596944,-41.970833
BR_MG_313060,149,-22.316944,-46.327778
BR_MG_313065,1008,-15.491944,-42.196944
BR_MG_313070,833,-19.038889,-47.916944
BR_MG_313080,305,-21.400833,-44.916944
BR_MG_313090,847,-19.548889,-42.12
BR_MG_313100,244,-19.490833,-44.39
BR_MG_313110,529,-18.728889,-44.360833
BR_MG_313115,113,-19.413889,-42.418889
BR_MG_313120,456,-19.800833,-41.712778
BR_MG_313130,164,-19.467778,-42.536944
BR_MG_313140,469,-18.691944,-49.942778
BR_MG_313150,298,-22.098889,-46.19
BR_MG_313160,357,-18.983889,-47.460833
BR_MG_313170,1253,-19.618889,-43.226944
BR_MG_313180,209,-18.565833,-41.232778
BR_MG_313190,543,-20.252778,-43.800833
BR_MG_313200,1788,-17.065,-43.308889
BR_MG_313210,1252,-15.101944,-44.091944
BR_MG_313220,410,-20.391944,-44.487778
BR_MG_313230,480,-17.401944,-41.668889
BR_MG_313240,290,-22.425833,-45.452778
BR_MG_313250,2736,-17.856944,-42.858889
BR_MG_313260,118,-21.415833,-42.817778
BR_MG_313270,1418,-18.036447,-41.682988
BR_MG_313280,381,-19.413889,-43.320833
BR_MG_313290,236,-21.077778,-47.047778
BR_MG_313300,430,-22.283889,-44.87
BR_MG_313310,143,-22.295833,-44.935
BR_MG_313320,488,-19.171944,-41.865
BR_MG_313330,679,-16.561944,-41.502778
BR_MG_313340,1795,-19.908889,-49.380833
BR_MG_313350,1042,-20.472778,-45.125833
BR_MG_313360,177,-22.767778,-46.220833
BR_MG_313370,295,-20.196944,-44.420833
BR_MG_313375,153,-20.738889,-46.751944
BR_MG_313380,968,-20.075,-44.575833
BR_MG_313390,282,-20.677778,-43.61
BR_MG_313400,1640,-16.612778,-41.765
BR_MG_313410,452,-19.393889,-41.17
BR_MG_313420,2598,-18.968889,-49.465
BR_MG_313430,234,-21.316944,-44.870833
BR_MG_313440,1401,-19.727778,-50.195833
BR_MG_313450,372,-21.297778,-44.657778
BR_MG_313460,1114,-19.513889,-43.745
BR_MG_313470,1390,-16.143889,-40.292778
BR_MG_313480,409,-21.016944,-46.740833
BR_MG_313490,347,-22.285833,-46.611944
BR_MG_313500,163,-19.648889,-42.75
BR_MG_313505,2740,-15.337778,-43.673889
BR_MG_313507,520,-18.462778,-41.803889
BR_MG_313510,2188,-15.802778,-43.308889
BR_MG_313520,6691,-15.487778,-44.361944
BR_MG_313530,172,-20.140833,-45.502778
BR_MG_313535,376,-15.995,-44.27
BR_MG_313540,235,-20.535,-43.982778
BR_MG_313545,284,-17.082778,-42.257778
BR_MG_313550,547,-20.455833,-42.665833
BR_MG_313560,1268,-17.235833,-44.445833
BR_MG_313570,446,-19.235833,-44.027778
BR_MG_313580,3514,-16.433889,-41.002778
BR_MG_313590,153,-21.997778,-45.290833
BR_MG_313600,1667,-16.653889,-41.030833
BR_MG_313610,233,-19.171944,-42.678889
BR_MG_313620,99,-19.81,-43.173889
BR_MG_313630,10727,-17.744167,-46.173889
BR_MG_313640,791,-17.757778,-44.171944
BR_MG_313650,549,-15.9,-40.177778
BR_MG_313652,382,-16.906944,-42.603889
BR_MG_313655,,-18.218889,-42.498889
BR_MG_313657,535,-16.546944,-42.515
BR_MG_313660,171,-19.69,-43.58
BR_MG_313665,99,-19.951944,-44.342778
BR_MG_313670,1436,-21.75,-43.35
BR_MG_313680,432,-16.847778,-43.586944
BR_MG_313690,219,-21.252778,-46.576944
BR_MG_313695,1076,-14.262778,-44.16
BR_MG_313700,865,-17.631944,-41.737778
BR_MG_313710,1,-18.177778,-46.807778
BR_MG_313720,639,-20.022778,-45.543889
BR_MG_313730,599,-16.982778,-44.581944
BR_MG_313740,479,-20.913889,-44.077778
BR_MG_313750,841,-18.778889,-46.407778
BR_MG_313753,1236,-17.835,-46.513889
BR_MG_313760,231,-19.626944,-43.89
BR_MG_313770,432,-20.150833,-41.622778
BR_MG_313780,213,-21.975833,-45.35
BR_MG_313790,118,-20.79,-43.473889
BR_MG_313800,204,-21.373889,-42.476944
BR_MG_313810,3213,-17.886944,-44.577778
BR_MG_313820,564,-21.245,-45
BR_MG_313830,355,-19.717778,-45.025
BR_MG_313835,281,-17.082778,-42.692778
BR_MG_313840,943,-21.531944,-42.642778
BR_MG_313850,402,-22.028889,-44.32
BR_MG_313860,848,-21.842778,-43.792778
BR_MG_313862,1317,-19.550833,-50.580833
BR_MG_313865,257,-15.90728,-44.30378
BR_MG_313867,146,-20.44,-42.102778
BR_MG_313868,424,-16.117778,-44.588889
BR_MG_313870,498,-21.510833,-44.902778
BR_MG_313880,1171,-19.800833,-45.685833
BR_MG_313890,329,-17.076944,-40.715833
BR_MG_313900,585,-21.675,-45.92
BR_MG_313910,493,-21.482778,-44.33
BR_MG_313920,719,-17.841944,-42.076944
BR_MG_313925,290,-15.05,-42.948889
BR_MG_313930,1968,-14.755833,-43.931944
BR_MG_313940,627,-20.258056,-42.033611
BR_MG_313950,183,-20.357778,-41.957778
BR_MG_313960,682,-18.781944,-40.98
BR_MG_313970,260,-19.515833,-44.675833
BR_MG_313980,372,-21.866944,-43.01
BR_MG_313990,203,-22.307778,-45.375
BR_MG_314000,1194,-20.378347,-43.416472
BR_MG_314010,164,-18.507778,-42.083889
BR_MG_314015,35,-20.055833,-44.187778
BR_MG_314020,77,-21.697778,-42.958889
BR_MG_314030,545,-19.711944,-42.731944
BR_MG_314040,107,-22.448889,-45.165
BR_MG_314050,1060,-19.331944,-45.236944
BR_MG_314053,113,-20.256944,-41.876944
BR_MG_314055,230,-15.685833,-40.740833
BR_MG_314060,282,-18.473889,-43.06
BR_MG_314070,302,-19.985833,-44.427778
BR_MG_314080,156,-21.868889,-43.318889
BR_MG_314085,1938,-14.855,-43.921944
BR_MG_314090,277,-20.283889,-42.340833
BR_MG_314100,474,-15.396944,-42.865833
BR_MG_314110,252,-19.557778,-44.080833
BR_MG_314120,259,-19.222778,-45.968889
BR_MG_314130,939,-19.995833,-46.225833
BR_MG_314140,1439,-16.222778,-41.476944
BR_MG_314150,303,-18.660833,-41.405
BR_MG_314160,352,-21.193889,-43.340833
BR_MG_314170,274,-19.222778,-42.606944
BR_MG_314180,1810,-17.218889,-42.59
BR_MG_314190,220,-21.681944,-44.603889
BR_MG_314200,720,-16.262778,-44.163889
BR_MG_314210,301,-20.890833,-42.342778
BR_MG_314220,320,-21.195,-42.613889
BR_MG_314225,603,-14.740833,-44.403889
BR_MG_314230,154,-20.332778,-44.052778
BR_MG_314240,202,-19.842778,-45.410833
BR_MG_314250,652,-18.325,-44.118889
BR_MG_314260,216,-21.757778,-45.540833
BR_MG_314270,1,-14.422778,-44.365833
BR_MG_314280,2593,-18.870833,-48.880833
BR_MG_314290,991,-15.155278,-42.858889
BR_MG_314300,421,-21.325833,-46.367778
BR_MG_314315,383,-16.865833,-41.255
BR_MG_314320,590,-21.19,-46.98
BR_MG_314330,3582,-16.732222,-43.863611
BR_MG_314340,290,-22.432778,-46.572778
BR_MG_314345,1133,-15.171944,-42.496944
BR_MG_314350,2084,-18.603889,-45.356944
BR_MG_314360,414,-18.546944,-44.602778
BR_MG_314370,476,-19.215833,-43.375833
BR_MG_314380,190,-22.612778,-46.360833
BR_MG_314390,843,-21.130833,-42.365833
BR_MG_314400,1255,-19.8,-41.437778
BR_MG_314410,409,-21.375833,-46.525833
BR_MG_314420,228,-18.458889,-42.248889
BR_MG_314430,1515,-17.838889,-40.353889
BR_MG_314435,127,-19.23,-42.327778
BR_MG_314437,471,-16.503889,-46.492778
BR_MG_314440,190,-22.12,-45.511944
BR_MG_314450,329,-21.215833,-44.610833
BR_MG_314460,582,-21.235833,-45.235833
BR_MG_314465,1114,-15.320833,-41.753889
BR_MG_314467,148,-18.475,-41.016944
BR_MG_314470,361,-19.760562,-43.028865
BR_MG_314480,428,-19.985833,-43.846944
BR_MG_314490,377,-18.436944,-41.500833
BR_MG_314500,1105,-19.198333,-47.727222
BR_MG_314505,121,-15.802778,-43.300833
BR_MG_314510,390,-21.125833,-46.42
BR_MG_314520,283,-19.875833,-44.983889
BR_MG_314530,1700,-17.467778,-41.875
BR_MG_314535,754,-17.415,-41.215
BR_MG_314537,264,-16.016944,-42.407778
BR_MG_314540,178,-21.860833,-43.936944
BR_MG_314545,2092,-17.396944,-43.572778
BR_MG_314550,53,-22.067778,-45.263889
BR_MG_314560,896,-20.695833,-44.826944
BR_MG_314570,110,-21.338889,-43.455833
BR_MG_314580,247,-19.73,-44.806944
BR_MG_314585,89,-20.430833,-42.805833
BR_MG_314587,121,-20.505833,-42.21
BR_MG_314590,258,-20.520833,-43.691944
BR_MG_314600,533,-22.282778,-46.368889
BR_MG_314610,1245,-20.385278,-43.503611
BR_MG_314620,174,-18.070833,-41.27
BR_MG_314625,449,-16.363889,-42.515
BR_MG_314630,543,-17.071944,-41.523889
BR_MG_314640,637,-18.907778,-45.531944
BR_MG_314650,418,-20.370833,-45.660833
BR_MG_314655,785,-15.516944,-43.065
BR_MG_314660,58,-21.288889,-43.415833
BR_MG_314670,317,-21.375,-42.313889
BR_MG_314675,436,-16.735,-40.42
BR_MG_314690,552,-19.448889,-44.747778
BR_MG_314700,8229,-17.221667,-46.875
BR_MG_314710,551,-19.86,-44.607778
BR_MG_314720,424,-21.533056,-45.766389
BR_MG_314730,331,-22.553889,-45.78
BR_MG_314740,625,-19.273889,-44.403889
BR_MG_314750,94,-19.352778,-43.135833
BR_MG_314760,276,-22.39,-44.966944
BR_MG_314770,429,-20.650833,-44.495833
BR_MG_314780,245,-22.208889,-44.233889
BR_MG_314790,1339,-20.718889,-46.61
BR_MG_314795,444,-16.075833,-44.081944
BR_MG_314800,3189,-18.587139,-46.514944
BR_MG_314810,2866,-18.943889,-46.992778
BR_MG_314820,108,-21.152778,-42.215
BR_MG_314830,268,-20.873889,-42.98
BR_MG_314840,220,-18.426944,-42.867778
BR_MG_314850,599,-17.427778,-40.998889
BR_MG_314860,995,-18.548889,-42.556944
BR_MG_314870,1594,-16.005,-41.296944
BR_MG_314875,163,-20.520833,-42.33
BR_MG_314880,163,-20.596944,-42.713889
